"CustomerID","monetary","frequency","cycle","recency"
13410,988.91,7,47.166666666666664,9.0
13411,213.55,1,,108.0
13414,1390.5,3,81.5,134.0
13416,712.5,2,38.0,44.0
13417,640.83,2,201.0,5.0
13418,5845.44,22,17.19047619047619,12.0
13419,221.06,1,,64.0
13420,140.35,3,18.0,135.0
13421,1840.58,2,250.0,41.0
13422,2601.55,2,13.0,52.0
13425,1624.21,3,93.0,109.0
13426,3558.32,11,35.9,1.0
13427,582.6,3,98.0,20.0
13428,218.47,1,,11.0
13429,1006.8,4,21.666666666666668,11.0
13430,652.0699999999999,3,34.0,19.0
13431,1269.1,2,21.0,68.0
13434,534.24,2,22.0,75.0
13435,3794.4900000000002,9,23.0,6.0
13436,196.89,1,,2.0
13437,3408.06,7,29.333333333333332,15.0
13439,283.71,1,,256.0
13441,296.64,1,,92.0
13447,1104.23,4,4.0,24.0
13448,3465.67,10,39.666666666666664,17.0
13449,291.88,1,,24.0
13450,2043.72,6,38.4,27.0
13451,2916.45,6,61.6,27.0
13452,590.0,2,11.0,260.0
13453,356.97999999999996,2,124.0,166.0
13455,1007.35,4,114.0,25.0
13456,1737.8200000000002,7,31.666666666666668,18.0
13458,9537.92,21,17.6,8.0
13460,183.44,2,20.0,30.0
13461,1445.0,3,62.5,39.0
13462,143.25,2,69.0,184.0
13464,674.68,1,,59.0
13466,297.95,2,84.0,101.0
13467,1083.71,2,26.0,11.0
13468,5656.75,41,9.3,2.0
13470,165.0,2,16.0,100.0
13471,2531.58,4,15.333333333333334,2.0
13473,417.54,3,136.0,61.0
13474,229.59,1,,237.0
13475,1431.78,4,35.666666666666664,192.0
13476,1092.77,3,51.5,179.0
13477,1441.53,8,36.285714285714285,38.0
13479,291.0,2,34.0,201.0
13481,1776.81,6,64.6,46.0
13482,184.64,1,,233.0
13483,140.34,1,,66.0
13484,313.8,1,,242.0
13485,454.24,1,,234.0
13486,1122.41,3,38.5,79.0
13487,575.4,3,148.0,58.0
13488,8915.56,16,23.333333333333332,18.0
13489,449.52,4,63.0,106.0
13491,1215.82,10,35.666666666666664,52.0
13492,1269.84,3,39.0,137.0
13493,498.63,2,12.0,276.0
13494,316.26000000000005,1,,312.0
13495,1990.12,6,72.2,8.0
13496,617.93,3,174.5,11.0
13497,321.05,2,86.0,283.0
13499,1146.96,7,42.0,18.0
13500,1136.77,3,49.5,24.0
13501,1310.47,2,46.0,243.0
13502,292.0,3,153.5,17.0
13503,216.85,1,,72.0
13504,295.93,1,,65.0
13505,3522.88,8,23.571428571428573,68.0
13506,452.82,3,28.5,313.0
13507,2479.16,4,47.333333333333336,4.0
13508,110.97,1,,244.0
13509,964.72,6,55.2,9.0
13510,1785.16,5,45.5,2.0
13512,251.21,1,,261.0
13513,205.1,1,,127.0
13514,152.20000000000002,1,,74.0
13515,891.12,4,58.333333333333336,73.0
13516,1389.41,3,108.5,22.0
13517,2109.07,5,30.0,60.0
13518,659.4399999999999,1,,86.0
13519,110.8,2,28.0,51.0
13520,2967.75,7,52.166666666666664,59.0
13521,1092.39,3,4.5,2.0
13522,125.80000000000001,1,,31.0
13523,3755.38,6,66.6,34.0
13524,680.1800000000001,5,44.75,41.0
13525,628.78,2,234.0,15.0
13527,2263.76,7,48.833333333333336,34.0
13529,307.76,2,126.0,79.0
13531,483.8,2,161.0,206.0
13532,210.31,1,,34.0
13533,270.79,3,42.5,183.0
13534,5613.08,43,8.476190476190476,3.0
13536,3448.29,7,12.333333333333334,2.0
13538,1280.85,7,45.333333333333336,44.0
13539,631.34,3,112.0,86.0
13544,291.41,2,201.0,40.0
13546,626.99,3,94.0,13.0
13548,682.41,2,147.0,97.0
13549,916.12,8,31.0,26.0
13551,91.80000000000001,1,,320.0
13552,3539.53,15,17.785714285714285,67.0
13555,4149.28,4,42.666666666666664,74.0
13557,584.06,2,252.0,29.0
13558,605.06,4,21.0,6.0
13560,174.37,1,,8.0
13561,141.85999999999999,1,,216.0
13562,1799.33,3,82.0,82.0
13563,777.53,2,56.0,85.0
13564,1198.38,2,14.0,355.0
13565,240.22,2,315.0,20.0
13566,874.71,2,42.0,41.0
13568,192.85,1,,174.0
13569,372.25,2,350.0,18.0
13570,239.49,1,,244.0
13571,2092.32,12,21.90909090909091,13.0
13572,1384.25,1,,206.0
13573,294.4,2,203.0,51.0
13575,732.0699999999999,5,38.25,24.0
13576,6703.3,20,19.105263157894736,11.0
13577,1658.3,5,54.0,26.0
13579,467.04,2,355.0,15.0
13581,118.0,1,,310.0
13583,781.03,1,,156.0
13584,142.4,1,,307.0
13587,347.0,1,,64.0
13588,2449.5299999999997,11,24.0,16.0
13589,379.65,2,165.0,15.0
13590,1976.1200000000001,7,48.666666666666664,12.0
13591,1117.13,3,101.0,65.0
13592,247.96,4,76.33333333333333,36.0
13593,1990.28,5,57.0,109.0
13594,396.97,1,,53.0
13596,697.04,2,7.0,6.0
13598,167.42000000000002,2,0.0,48.0
13599,5032.32,31,12.166666666666666,2.0
13600,219.52,1,,313.0
13601,693.32,2,166.0,46.0
13602,428.89,1,,65.0
13603,164.34,1,,27.0
13606,280.53999999999996,3,141.0,30.0
13607,678.01,1,,41.0
13610,1115.43,7,45.5,13.0
13611,1158.2,4,90.0,90.0
13614,1610.46,4,102.0,25.0
13615,399.99,1,,319.0
13617,544.18,3,70.0,41.0
13618,177.34,1,,174.0
13621,213.85,1,,117.0
13623,736.14,6,53.4,31.0
13626,257.23,1,,253.0
13627,1624.02,6,59.6,60.0
13629,7792.36,11,31.5,24.0
13630,1995.68,11,28.0,6.0
13631,3021.77,12,15.272727272727273,100.0
13632,2117.02,6,43.8,25.0
13634,1575.16,5,73.5,34.0
13635,1071.03,1,,68.0
13636,941.62,6,49.8,37.0
13637,809.25,3,87.0,53.0
13638,122.64,1,,16.0
13639,1033.34,1,,75.0
13642,354.8,1,,216.0
13643,519.44,3,77.0,32.0
13644,2597.52,5,24.25,9.0
13645,252.1,1,,121.0
13647,1670.22,5,56.25,10.0
13649,346.6,2,110.0,257.0
13650,1809.3400000000001,7,41.833333333333336,17.0
13651,79.2,1,,40.0
13652,1095.08,3,161.5,46.0
13654,2707.33,6,46.0,44.0
13655,932.97,2,127.0,115.0
13656,379.65,2,173.0,165.0
13657,382.14,2,191.0,11.0
13658,2421.47,6,39.0,10.0
13659,1552.95,3,61.5,198.0
13662,879.08,7,29.0,86.0
13663,189.47,1,,180.0
13666,84.65,3,113.5,61.0
13667,305.02,1,,150.0
13668,6227.12,28,13.333333333333334,3.0
13669,218.55,2,99.0,51.0
13670,349.7,1,,76.0
13672,27.0,2,0.0,302.0
13673,396.92,2,14.0,19.0
13675,486.82000000000005,2,133.0,152.0
13678,232.6,1,,152.0
13680,2202.31,5,84.5,2.0
13681,827.83,4,46.0,18.0
13682,59.5,1,,188.0
13684,64.23,1,,286.0
13685,3119.44,7,9.666666666666666,3.0
13686,72.0,1,,183.0
13689,910.0,1,,64.0
13690,172.25,1,,60.0
13692,1473.3700000000001,3,106.0,25.0
13694,63057.78,55,6.851851851851852,4.0
13695,2504.13,15,16.285714285714285,32.0
13697,151.29999999999998,1,,39.0
13699,308.58000000000004,1,,156.0
13700,2265.12,10,33.44444444444444,27.0
13703,99.5,1,,319.0
13704,2295.31,10,9.222222222222221,6.0
13705,711.86,3,183.0,8.0
13706,330.79,1,,303.0
13707,806.41,2,48.0,268.0
13708,294.88,1,,272.0
13709,6249.110000000001,17,19.5,4.0
13710,180.48,1,,32.0
13711,252.06,2,0.0,219.0
13712,228.84,1,,247.0
13715,1053.94,6,18.2,282.0
13716,138.28,1,,270.0
13717,1432.26,7,44.333333333333336,33.0
13718,306.55,2,49.0,247.0
13719,1041.68,5,54.75,16.0
13720,799.9,4,46.0,117.0
13721,524.14,1,,37.0
13722,2369.16,4,54.0,121.0
13723,199.85000000000002,1,,218.0
13725,1880.36,11,25.9,50.0
13726,1079.66,2,62.0,39.0
13727,333.48,2,5.0,29.0
13728,1016.14,6,54.8,37.0
13730,752.6,2,26.0,136.0
13731,610.59,2,27.0,220.0
13732,491.86,1,,29.0
13735,2785.94,8,30.0,25.0
13736,725.25,3,127.5,6.0
13737,339.59999999999997,1,,201.0
13739,216.9,1,,19.0
13740,350.75,1,,241.0
13741,666.33,4,48.666666666666664,72.0
13742,3102.42,14,23.384615384615383,17.0
13743,1340.1499999999999,8,36.714285714285715,3.0
13744,1156.36,2,197.0,96.0
13745,291.54,1,,163.0
13747,79.6,1,,374.0
13748,948.25,5,69.5,96.0
13750,1647.26,5,70.75,54.0
13751,296.25,1,,289.0
13752,1186.28,6,24.4,125.0
13753,741.26,1,,288.0
13754,282.59999999999997,2,166.0,152.0
13755,2154.68,10,6.666666666666667,4.0
13756,5145.12,15,26.071428571428573,3.0
13758,3190.55,7,60.333333333333336,12.0
13759,659.41,2,38.0,34.0
13760,286.79,2,202.0,55.0
13761,1070.65,2,129.0,51.0
13763,1714.96,1,,64.0
13764,1518.76,3,133.5,71.0
13767,16945.71,51,7.42,3.0
13769,2771.87,16,24.333333333333332,3.0
13771,2631.7,5,45.75,65.0
13772,1132.13,3,103.0,34.0
13774,345.0,1,,82.0
13777,25776.46,40,9.564102564102564,1.0
13778,178.7,1,,104.0
13780,360.01,2,163.0,8.0
13781,127.84,1,,251.0
13782,912.0,6,63.0,13.0
13784,2462.79,11,32.3,10.0
13786,230.39999999999998,1,,368.0
13787,309.04,2,289.0,76.0
13790,348.8,1,,5.0
13791,1047.68,3,62.5,44.0
13792,195.55,2,221.0,67.0
13798,36354.12,63,5.983870967741935,2.0
13799,688.86,2,178.0,117.0
13800,558.32,1,,310.0
13801,324.8,1,,67.0
13802,4019.2200000000003,6,44.4,139.0
13803,277.07,1,,256.0
13804,2635.79,7,43.166666666666664,31.0
13805,924.6,2,77.0,53.0
13806,256.38,1,,64.0
13807,112.6,1,,368.0
13808,1747.66,5,22.75,6.0
13809,155.05,1,,306.0
13810,827.51,2,28.0,29.0
13811,519.75,2,56.0,184.0
13812,485.0,3,31.5,43.0
13813,1155.41,5,23.75,40.0
13814,1562.12,2,45.0,93.0
13815,3654.91,5,74.0,23.0
13816,485.95,4,13.666666666666666,24.0
13817,328.98,2,322.0,30.0
13819,1140.35,3,9.0,302.0
13821,385.64,2,117.0,145.0
13822,632.0,2,35.0,6.0
13823,957.66,2,73.0,19.0
13824,1698.94,5,69.5,33.0
13826,179.55,2,18.0,159.0
13827,412.05,3,43.0,58.0
13828,209.49,1,,23.0
13831,2202.99,6,70.6,17.0
13832,40.949999999999996,2,2.0,18.0
13833,384.8,1,,160.0
13835,834.57,4,63.333333333333336,26.0
13837,271.24,2,106.0,212.0
13838,691.73,4,121.33333333333333,6.0
13841,85.0,1,,253.0
13842,3385.62,9,38.5,59.0
13844,361.62,1,,12.0
13845,312.98,1,,65.0
13846,853.46,4,112.0,25.0
13848,1255.0,3,137.0,93.0
13849,1537.95,2,119.0,52.0
13850,1586.81,2,41.0,89.0
13851,2651.46,3,96.5,96.0
13853,1056.94,2,49.0,9.0
13854,8025.0199999999995,29,12.75,9.0
13856,363.4,4,11.666666666666666,169.0
13858,216.17,1,,58.0
13859,201.16,1,,327.0
13860,1240.0,6,17.0,2.0
13862,2187.31,10,34.888888888888886,19.0
13863,299.56,2,2.0,246.0
13865,501.56,4,77.0,59.0
13866,145.67000000000002,1,,75.0
13867,1015.29,3,93.5,32.0
13868,3192.54,2,31.0,8.0
13869,3104.95,4,78.0,124.0
13870,2751.25,10,31.666666666666668,3.0
13871,6389.8,14,22.0,23.0
13873,381.7,4,63.333333333333336,120.0
13874,540.45,1,,359.0
13875,1786.79,5,62.0,54.0
13876,122.7,1,,64.0
13877,117.24,1,,87.0
13878,1281.53,1,,55.0
13880,3219.77,13,28.833333333333332,22.0
13881,16989.52,22,14.666666666666666,4.0
13882,1131.28,5,15.5,3.0
13883,2572.85,8,36.0,2.0
13884,781.3000000000001,6,55.2,8.0
13885,506.8,2,11.0,190.0
13886,243.56,1,,72.0
13887,349.55,1,,205.0
13888,605.63,2,99.0,120.0
13889,416.90000000000003,1,,93.0
13890,1860.8600000000001,14,27.46153846153846,2.0
13892,632.97,4,73.33333333333333,27.0
13893,821.1,1,,298.0
13894,535.97,5,72.0,23.0
13895,2588.12,5,35.75,22.0
13897,311.16,1,,51.0
13898,155.93,1,,326.0
13899,388.52,2,258.0,17.0
13900,740.95,3,39.5,184.0
13901,2867.2000000000003,5,61.5,73.0
13904,332.64,2,257.0,38.0
13908,2297.05,5,49.25,80.0
13911,2580.91,9,31.375,58.0
13914,613.95,2,25.0,12.0
13917,272.04,2,142.0,50.0
13918,1212.8400000000001,2,204.0,50.0
13919,314.15999999999997,3,34.0,54.0
13922,172.25,1,,352.0
13923,351.13,1,,54.0
13924,1682.93,11,7.1,2.0
13925,616.65,5,10.5,93.0
13926,223.85000000000002,1,,24.0
13927,348.99,1,,75.0
13928,464.57,4,41.0,11.0
13929,802.85,3,78.5,170.0
13930,337.34,2,79.0,58.0
13931,1230.93,3,97.5,86.0
13932,307.4,1,,295.0
13933,608.7900000000001,2,39.0,110.0
13934,922.1,1,,264.0
13936,361.28,1,,180.0
13937,158.85,1,,170.0
13938,71.66,1,,36.0
13939,556.75,4,96.0,24.0
13940,839.14,4,42.333333333333336,18.0
13941,4912.41,7,58.5,22.0
13946,561.5699999999999,3,94.0,80.0
13947,90.6,1,,66.0
13948,102.0,1,,361.0
13949,2427.32,6,18.4,3.0
13950,728.56,4,78.33333333333333,12.0
13951,674.45,3,59.0,177.0
13952,3246.09,3,13.5,212.0
13953,3515.68,7,57.5,8.0
13954,378.59,3,34.5,2.0
13955,322.96,2,151.0,155.0
13956,1026.42,5,66.5,6.0
13959,598.2,3,141.5,80.0
13960,230.22,2,50.0,22.0
13962,169.55,2,224.0,22.0
13963,664.54,4,19.666666666666668,309.0
13967,80.7,1,,146.0
13969,8986.69,20,18.842105263157894,8.0
13971,2702.2200000000003,11,27.7,9.0
13972,190.25,2,131.0,71.0
13973,264.7,1,,288.0
13974,413.59000000000003,1,,50.0
13975,2503.23,7,40.833333333333336,32.0
13976,357.98,1,,207.0
13978,196.79000000000002,2,31.0,15.0
13979,869.87,1,,74.0
13980,200.14,1,,61.0
13982,1861.11,5,81.5,40.0
13983,2590.46,13,28.083333333333332,30.0
13984,488.03,4,113.33333333333333,27.0
13985,7024.53,16,17.333333333333332,5.0
13986,320.46,1,,18.0
13988,4098.8,9,29.375,20.0
13989,1266.08,2,174.0,66.0
13990,311.3,1,,214.0
13991,849.63,7,21.833333333333332,13.0
13992,76.8,1,,31.0
13993,3409.66,12,27.09090909090909,33.0
13994,2313.14,6,29.0,4.0
13995,1383.49,5,57.5,16.0
13999,3865.26,15,25.071428571428573,11.0
14000,633.71,2,5.0,207.0
14001,2043.08,3,164.0,46.0
14002,529.73,2,22.0,135.0
14004,4582.64,7,40.833333333333336,44.0
14005,2874.72,5,51.5,10.0
14006,962.19,3,98.5,116.0
14009,685.9300000000001,3,3.5,199.0
14012,328.8,1,,278.0
14013,473.02,3,82.5,111.0
14014,505.18,1,,78.0
14015,917.34,1,,53.0
14016,4278.46,5,50.75,155.0
14019,1398.96,4,30.666666666666668,47.0
14020,642.8,2,72.0,17.0
14021,631.9,3,50.5,156.0
14022,440.0,1,,226.0
14023,584.07,2,243.0,8.0
14024,327.7,2,3.0,122.0
14027,104.82,1,,61.0
14029,467.66,2,81.0,64.0
14030,2360.09,8,49.714285714285715,19.0
14031,14700.86,21,18.25,8.0
14032,2929.84,17,22.75,3.0
14034,512.02,4,45.0,23.0
14035,1428.02,5,67.25,29.0
14036,626.65,1,,285.0
14037,147.20000000000002,2,188.0,177.0
14038,1554.48,4,43.0,79.0
14039,152.2,1,,34.0
14040,3546.2400000000002,14,22.384615384615383,41.0
14041,141.41,1,,267.0
14044,652.82,4,94.33333333333333,27.0
14045,1659.75,4,88.0,110.0
14046,151.59,1,,285.0
14047,1290.01,7,60.666666666666664,9.0
14048,379.73,1,,306.0
14049,5651.45,6,60.2,17.0
14050,746.36,2,75.0,32.0
14051,15477.34,26,14.64,1.0
14052,225.36,1,,20.0
14053,260.25,2,35.0,125.0
14054,92.46,1,,66.0
14055,725.6400000000001,1,,107.0
14056,8125.58,29,10.107142857142858,2.0
14057,6147.4,17,21.0625,24.0
14059,183.6,1,,267.0
14060,6135.38,20,19.36842105263158,5.0
14062,10464.85,12,32.27272727272727,10.0
14064,1188.32,7,40.833333333333336,30.0
14066,152.55,1,,267.0
14067,374.7,2,33.0,64.0
14068,265.85,1,,321.0
14071,1292.59,9,32.625,4.0
14073,139.54,1,,33.0
14075,942.26,3,128.5,5.0
14076,122.47,1,,130.0
14077,499.42,5,58.5,41.0
14078,1049.37,6,54.4,102.0
14079,375.09999999999997,1,,125.0
14080,45.599999999999994,1,,33.0
14081,904.67,3,33.5,303.0
14082,182.25,1,,365.0
14083,1018.43,9,45.875,5.0
14085,4435.79,19,20.333333333333332,3.0
14087,194.42,1,,3.0
14088,50415.49,13,26.0,11.0
14089,161.0,1,,57.0
14090,76.32000000000001,1,,325.0
14092,4063.1,17,22.8125,8.0
14093,442.85,1,,13.0
14096,53258.43,17,6.0625,5.0
14098,147.35,1,,37.0
14099,3092.9700000000003,12,30.727272727272727,17.0
14100,194.9,1,,138.0
14101,5976.79,6,50.6,74.0
14102,1314.73,8,5.571428571428571,6.0
14104,216.21,2,11.0,155.0
14105,1260.33,2,154.0,86.0
14107,2688.48,8,44.714285714285715,52.0
14108,594.16,3,35.5,31.0
14109,80.2,1,,73.0
14110,5669.650000000001,12,23.90909090909091,4.0
14111,688.6,5,56.75,15.0
14112,2774.17,10,28.11111111111111,23.0
14113,1377.92,8,50.142857142857146,4.0
14114,386.53,2,57.0,274.0
14116,1382.74,5,25.5,20.0
14117,90.0,1,,144.0
14121,2740.3,6,11.2,4.0
14124,419.58,1,,85.0
14125,2740.43,3,34.0,11.0
14126,643.63,4,1.0,8.0
14127,709.71,3,94.0,123.0
14128,637.5,2,195.0,61.0
14129,1123.8600000000001,5,64.75,2.0
14130,483.86,1,,320.0
14132,3580.13,12,16.454545454545453,3.0
14133,592.89,4,62.0,130.0
14135,4690.31,15,26.5,2.0
14138,982.3800000000001,2,62.0,2.0
14139,415.82,1,,47.0
14140,920.05,2,28.0,4.0
14141,880.2800000000001,6,20.6,3.0
14142,311.81,1,,374.0
14143,115.8,1,,134.0
14145,3148.2,5,42.75,47.0
14146,2949.57,6,69.8,9.0
14147,468.4,2,207.0,79.0
14148,157.2,1,,234.0
14149,259.43,2,2.0,219.0
14150,658.64,2,324.0,36.0
14152,611.09,3,79.5,76.0
14154,1345.62,2,0.0,240.0
14155,118.75,1,,267.0
14156,113859.57,64,5.761904761904762,10.0
14157,400.43,3,133.0,20.0
14158,507.66,1,,41.0
14159,4675.93,14,26.384615384615383,20.0
14161,1110.52,3,77.0,216.0
14162,289.36,2,119.0,174.0
14163,2445.91,4,50.666666666666664,88.0
14164,1631.77,2,10.0,71.0
14165,122.53999999999999,1,,276.0
14167,574.84,4,97.33333333333333,40.0
14171,363.79,1,,99.0
14173,450.84000000000003,4,69.66666666666667,11.0
14174,134.46,1,,34.0
14175,3108.06,6,55.6,52.0
14176,574.0,5,17.5,298.0
14177,554.46,5,23.75,85.0
14178,1600.93,7,29.0,9.0
14179,719.78,2,12.0,41.0
14180,4640.77,31,12.066666666666666,11.0
14184,452.89,1,,67.0
14185,197.65,1,,332.0
14188,2018.91,10,33.55555555555556,9.0
14189,4604.31,23,16.636363636363637,3.0
14191,4662.96,14,16.846153846153847,2.0
14193,853.39,2,202.0,68.0
14194,11216.75,32,9.806451612903226,5.0
14195,962.7,3,25.5,202.0
14196,335.52,1,,107.0
14198,663.5,7,39.166666666666664,5.0
14199,185.39999999999998,1,,219.0
14201,717.74,7,49.833333333333336,61.0
14204,161.03,1,,3.0
14205,419.3,2,248.0,17.0
14206,328.15999999999997,1,,240.0
14208,151.74,1,,95.0
14209,2067.13,7,53.666666666666664,11.0
14210,1900.89,7,46.666666666666664,92.0
14211,2208.3,13,20.166666666666668,54.0
14212,1070.48,1,,90.0
14214,1000.23,7,41.166666666666664,31.0
14215,1777.92,7,59.5,12.0
14216,1839.3,4,11.333333333333334,4.0
14217,1925.3600000000001,20,19.210526315789473,2.0
14218,169.48000000000002,1,,43.0
14219,89.94,1,,5.0
14220,632.4,2,111.0,248.0
14221,3427.85,10,33.0,43.0
14222,683.17,1,,178.0
14223,975.23,3,86.0,93.0
14224,1050.12,4,70.0,111.0
14226,2201.64,7,40.166666666666664,29.0
14227,3315.71,15,18.428571428571427,27.0
14229,1450.6,5,70.5,52.0
14231,822.0600000000001,4,35.0,184.0
14232,2043.93,8,33.285714285714285,32.0
14233,1447.51,5,68.5,44.0
14234,775.46,4,11.666666666666666,23.0
14235,3093.86,5,46.25,76.0
14236,490.86,2,292.0,81.0
14237,161.0,1,,374.0
14238,146.85,1,,327.0
14239,2323.5,13,22.75,44.0
14240,890.34,2,195.0,31.0
14241,213.70000000000002,1,,184.0
14242,280.55,2,91.0,235.0
14243,2535.88,12,32.45454545454545,9.0
14245,1677.48,5,21.75,177.0
14246,1474.06,3,67.5,111.0
14247,136.77,1,,279.0
14248,302.58,1,,319.0
14250,1904.05,3,41.0,8.0
14251,2879.7000000000003,5,14.0,2.0
14256,935.0600000000001,2,104.0,261.0
14257,3099.7200000000003,5,63.5,65.0
14258,12650.08,10,36.44444444444444,10.0
14259,120.0,1,,142.0
14261,1163.45,2,28.0,51.0
14262,2618.23,8,33.142857142857146,9.0
14264,333.97,2,91.0,155.0
14265,530.18,2,39.0,110.0
14267,1279.09,7,18.333333333333332,151.0
14270,492.65000000000003,1,,332.0
14271,112.32000000000001,1,,226.0
14272,437.96,2,181.0,74.0
14273,559.97,4,63.666666666666664,52.0
14276,1019.39,5,50.25,89.0
14277,3921.0,3,98.5,16.0
14280,134.04,1,,197.0
14282,3729.34,15,26.0,4.0
14284,578.45,3,28.0,31.0
14285,1910.01,4,51.666666666666664,22.0
14286,4595.81,5,54.75,24.0
14287,156.23000000000002,3,95.0,9.0
14288,413.85,2,1.0,213.0
14289,911.26,6,56.2,9.0
14290,2311.7000000000003,6,70.0,12.0
14291,3873.3,12,24.90909090909091,2.0
14292,4831.4800000000005,13,22.916666666666668,8.0
14293,1046.56,4,121.66666666666667,4.0
14295,166.20000000000002,1,,41.0
14297,1290.48,5,64.25,18.0
14298,50862.44,45,8.113636363636363,4.0
14299,2862.7,15,25.571428571428573,9.0
14300,43.2,1,,19.0
14301,632.04,2,10.0,108.0
14304,350.9,2,79.0,223.0
14305,1803.76,5,16.0,72.0
14306,2083.42,3,17.0,52.0
14307,2995.72,6,57.0,89.0
14309,2322.1800000000003,10,38.888888888888886,9.0
14311,229.71,2,17.0,226.0
14312,1611.59,6,58.2,47.0
14314,120.0,1,,107.0
14315,2456.98,7,40.833333333333336,22.0
14317,508.58,1,,65.0
14320,343.11,3,63.0,207.0
14321,1530.75,5,80.75,11.0
14323,574.26,3,62.0,115.0
14326,166.85,1,,243.0
14327,311.65000000000003,1,,164.0
14329,4928.74,13,26.75,9.0
14331,462.66,2,11.0,125.0
14332,866.3100000000001,3,62.5,23.0
14333,351.45,2,3.0,65.0
14334,2539.46,8,48.857142857142854,17.0
14335,468.26,2,80.0,17.0
14336,1614.91,4,86.66666666666667,17.0
14338,554.22,3,19.0,159.0
14339,294.56,2,3.0,240.0
14340,134.7,1,,219.0
14341,2166.38,8,39.0,46.0
14342,608.71,6,37.8,22.0
14344,889.9300000000001,8,34.42857142857143,128.0
14345,108.97999999999999,1,,39.0
14346,1021.58,2,177.0,121.0
14348,409.57,1,,261.0
14349,133.5,1,,11.0
14350,262.1,2,4.0,271.0
14351,51.0,1,,165.0
14352,1078.96,4,38.666666666666664,158.0
14353,90.6,1,,216.0
14354,163.62,2,25.0,6.0
14355,174.4,1,,366.0
14356,682.24,3,4.0,74.0
14357,225.77,1,,44.0
14359,882.58,5,17.0,20.0
14360,2128.23,4,21.0,32.0
14362,161.2,1,,23.0
14364,3717.35,8,14.714285714285714,109.0
14367,9167.82,19,14.88888888888889,9.0
14368,155.0,1,,320.0
14371,100.5,1,,296.0
14373,76.55,1,,359.0
14375,257.68,1,,186.0
14377,617.05,2,71.0,192.0
14379,348.1,2,251.0,45.0
14381,202.68,1,,53.0
14382,626.0699999999999,1,,27.0
14383,1247.69,3,62.5,39.0
14385,202.11,3,7.0,10.0
14386,142.4,1,,297.0
14387,1770.56,3,38.5,33.0
14388,3172.04,10,40.44444444444444,9.0
14389,1001.16,5,77.5,9.0
14390,4592.47,12,32.90909090909091,11.0
14393,67.95,1,,219.0
14395,3471.91,12,33.63636363636363,3.0
14396,487.99,2,306.0,66.0
14397,2556.68,23,9.681818181818182,1.0
14400,559.7,1,,150.0
14401,4039.98,14,27.307692307692307,5.0
14403,1426.31,4,39.0,131.0
14404,1434.72,6,67.2,34.0
14406,156.75,1,,120.0
14407,2096.08,7,28.166666666666668,108.0
14408,2606.53,7,42.333333333333336,11.0
14409,1908.25,7,49.5,72.0
14410,883.6800000000001,13,24.166666666666668,16.0
14411,1063.0,1,,311.0
14412,761.33,3,18.5,36.0
14413,122.7,1,,363.0
14414,1485.1299999999999,8,38.142857142857146,92.0
14415,5821.51,18,21.11764705882353,2.0
14416,490.22,2,20.0,23.0
14418,1937.25,3,52.5,4.0
14419,1058.06,6,70.8,11.0
14420,385.87,2,14.0,86.0
14421,813.11,2,154.0,58.0
14422,4263.64,6,53.4,1.0
14423,265.2,1,,219.0
14424,322.08,1,,18.0
14426,3968.65,12,26.727272727272727,19.0
14427,363.34000000000003,2,13.0,51.0
14428,1230.14,7,53.0,8.0
14431,397.76000000000005,2,4.0,299.0
14432,2255.51,6,16.0,10.0
14434,1372.8,6,10.2,22.0
14436,89.06,1,,99.0
14437,63.0,1,,366.0
14438,131.9,1,,307.0
14439,2661.24,1,,320.0
14440,2357.6800000000003,5,89.25,9.0
14441,1641.24,6,51.0,1.0
14442,1548.8700000000001,4,39.333333333333336,199.0
14443,1415.2,6,63.8,54.0
14446,1034.78,4,82.0,1.0
14447,1163.23,5,65.5,19.0
14448,375.35,2,355.0,10.0
14449,907.1,4,118.0,19.0
14450,483.25,3,70.0,181.0
14451,662.59,2,134.0,61.0
14452,264.44,2,83.0,11.0
14453,119.93,1,,191.0
14456,3045.92,12,12.454545454545455,6.0
14457,113.64,1,,311.0
14459,1837.92,1,,156.0
14460,383.34,4,66.66666666666667,111.0
14461,2102.67,3,56.5,149.0
14462,1970.97,14,21.23076923076923,64.0
14463,529.62,3,53.5,99.0
14465,1058.6200000000001,3,28.0,247.0
14466,2272.4,7,57.166666666666664,30.0
14467,598.76,4,98.33333333333333,18.0
14470,461.19,2,276.0,12.0
14472,1936.84,8,36.0,104.0
14473,234.34,2,208.0,75.0
14474,537.71,2,3.0,44.0
14475,809.77,6,46.6,72.0
14476,215.7,1,,258.0
14477,1307.81,5,69.5,20.0
14479,316.25,2,112.0,254.0
14480,279.05,1,,12.0
14481,636.51,2,123.0,165.0
14482,2068.15,6,44.2,19.0
14483,137.1,1,,282.0
14484,321.92,1,,51.0
14485,165.75,1,,39.0
14487,1183.58,7,57.0,27.0
14488,1047.43,2,16.0,52.0
14489,463.38,1,,208.0
14491,340.93,2,197.0,176.0
14493,2362.84,7,24.666666666666668,8.0
14494,139.56,1,,26.0
14495,123.8,2,71.0,51.0
14496,538.8100000000001,2,62.0,312.0
14497,457.47,2,8.0,302.0
14498,1957.32,5,79.75,43.0
14499,815.32,3,126.0,27.0
14500,356.85,3,50.5,89.0
14501,195.11,3,127.5,65.0
14502,2350.53,14,22.615384615384617,20.0
14503,3543.26,6,35.0,4.0
14504,673.26,4,77.0,48.0
