CustomerID,monetary,frequency,cycle,recency,R,F,M,segment
13833,384.8,1,,160.0,2,1,2,Regular Customers
13835,834.57,4,63.333333333333336,26.0,4,3,3,Regular Customers
13837,271.24,2,106.0,212.0,1,2,2,Regular Customers
13838,691.73,4,121.33333333333331,6.0,5,3,3,Regular Customers
13841,85.0,1,,253.0,1,1,1,Regular Customers
13842,3385.62,9,38.5,59.0,3,4,5,Regular Customers
13844,361.62,1,,12.0,5,1,2,Regular Customers
13845,312.98,1,,65.0,3,1,2,Regular Customers
13846,853.46,4,112.0,25.0,4,3,3,Regular Customers
13848,1255.0,3,137.0,93.0,2,2,4,Regular Customers
13849,1537.95,2,119.0,52.0,3,2,4,Regular Customers
13850,1586.81,2,41.0,89.0,2,2,4,Regular Customers
13851,2651.46,3,96.5,96.0,2,2,5,Regular Customers
13853,1056.94,2,49.0,9.0,5,2,4,Potential High Value Customers
13854,8025.019999999999,29,12.75,9.0,5,5,5,High Value Customers
13856,363.4,4,11.666666666666666,169.0,2,3,2,Regular Customers
13858,216.17,1,,58.0,3,1,1,Regular Customers
13859,201.16,1,,327.0,1,1,1,Regular Customers
13860,1240.0,6,17.0,2.0,5,3,4,Potential High Value Customers
13862,2187.31,10,34.888888888888886,19.0,4,4,5,High Value Customers
13863,299.56,2,2.0,246.0,1,2,2,Regular Customers
13865,501.56,4,77.0,59.0,3,3,3,Regular Customers
13866,145.67000000000002,1,,75.0,2,1,1,Regular Customers
13867,1015.29,3,93.5,32.0,4,2,4,Potential High Value Customers
13868,3192.54,2,31.0,8.0,5,2,5,Potential High Value Customers
13869,3104.95,4,78.0,124.0,2,3,5,Regular Customers
13870,2751.25,10,31.666666666666668,3.0,5,4,5,High Value Customers
13871,6389.8,14,22.0,23.0,4,4,5,High Value Customers
13873,381.7,4,63.333333333333336,120.0,2,3,2,Regular Customers
13874,540.45,1,,359.0,1,1,3,Regular Customers
13875,1786.79,5,62.0,54.0,3,3,4,Regular Customers
13876,122.7,1,,64.0,3,1,1,Regular Customers
13877,117.24,1,,87.0,2,1,1,Regular Customers
13878,1281.53,1,,55.0,3,1,4,Regular Customers
13880,3219.77,13,28.83333333333333,22.0,4,4,5,High Value Customers
13881,16989.52,22,14.666666666666666,4.0,5,5,5,High Value Customers
13882,1131.28,5,15.5,3.0,5,3,4,Potential High Value Customers
13883,2572.85,8,36.0,2.0,5,4,5,High Value Customers
13884,781.3000000000001,6,55.2,8.0,5,3,3,Regular Customers
13885,506.8,2,11.0,190.0,1,2,3,Regular Customers
13886,243.56,1,,72.0,2,1,1,Regular Customers
13887,349.55,1,,205.0,1,1,2,Regular Customers
13888,605.63,2,99.0,120.0,2,2,3,Regular Customers
13889,416.9,1,,93.0,2,1,2,Regular Customers
13890,1860.86,14,27.46153846153846,2.0,5,4,4,High Value Customers
13892,632.97,4,73.33333333333333,27.0,4,3,3,Regular Customers
13893,821.1,1,,298.0,1,1,3,Regular Customers
13894,535.97,5,72.0,23.0,4,3,3,Regular Customers
13895,2588.12,5,35.75,22.0,4,3,5,Potential High Value Customers
13897,311.16,1,,51.0,3,1,2,Regular Customers
13898,155.93,1,,326.0,1,1,1,Regular Customers
13899,388.52,2,258.0,17.0,4,2,2,Regular Customers
13900,740.95,3,39.5,184.0,1,2,3,Regular Customers
13901,2867.2000000000003,5,61.5,73.0,2,3,5,Regular Customers
13904,332.64,2,257.0,38.0,3,2,2,Regular Customers
13908,2297.05,5,49.25,80.0,2,3,5,Regular Customers
13911,2580.91,9,31.375,58.0,3,4,5,Regular Customers
13914,613.95,2,25.0,12.0,5,2,3,Regular Customers
13917,272.04,2,142.0,50.0,3,2,2,Regular Customers
13918,1212.84,2,204.0,50.0,3,2,4,Regular Customers
13919,314.16,3,34.0,54.0,3,2,2,Regular Customers
13922,172.25,1,,352.0,1,1,1,Regular Customers
13923,351.13,1,,54.0,3,1,2,Regular Customers
13924,1682.93,11,7.1,2.0,5,4,4,High Value Customers
13925,616.65,5,10.5,93.0,2,3,3,Regular Customers
13926,223.85,1,,24.0,4,1,1,Regular Customers
13927,348.99,1,,75.0,2,1,2,Regular Customers
13928,464.57,4,41.0,11.0,5,3,2,Regular Customers
13929,802.85,3,78.5,170.0,2,2,3,Regular Customers
13930,337.34,2,79.0,58.0,3,2,2,Regular Customers
13931,1230.93,3,97.5,86.0,2,2,4,Regular Customers
13932,307.4,1,,295.0,1,1,2,Regular Customers
13933,608.7900000000001,2,39.0,110.0,2,2,3,Regular Customers
13934,922.1,1,,264.0,1,1,4,Regular Customers
13936,361.28,1,,180.0,1,1,2,Regular Customers
13937,158.85,1,,170.0,2,1,1,Regular Customers
13938,71.66,1,,36.0,3,1,1,Regular Customers
13939,556.75,4,96.0,24.0,4,3,3,Regular Customers
13940,839.14,4,42.333333333333336,18.0,4,3,3,Regular Customers
13941,4912.41,7,58.5,22.0,4,4,5,High Value Customers
13946,561.5699999999999,3,94.0,80.0,2,2,3,Regular Customers
13947,90.6,1,,66.0,3,1,1,Regular Customers
13948,102.0,1,,361.0,1,1,1,Regular Customers
13949,2427.32,6,18.4,3.0,5,3,5,Potential High Value Customers
13950,728.56,4,78.33333333333333,12.0,5,3,3,Regular Customers
13951,674.45,3,59.0,177.0,2,2,3,Regular Customers
13952,3246.09,3,13.5,212.0,1,2,5,Regular Customers
13953,3515.68,7,57.5,8.0,5,4,5,High Value Customers
13954,378.59,3,34.5,2.0,5,2,2,Regular Customers
13955,322.96,2,151.0,155.0,2,2,2,Regular Customers
13956,1026.42,5,66.5,6.0,5,3,4,Potential High Value Customers
13959,598.2,3,141.5,80.0,2,2,3,Regular Customers
13960,230.22,2,50.0,22.0,4,2,1,Regular Customers
13962,169.55,2,224.0,22.0,4,2,1,Regular Customers
13963,664.54,4,19.666666666666668,309.0,1,3,3,Regular Customers
13967,80.7,1,,146.0,2,1,1,Regular Customers
13969,8986.69,20,18.84210526315789,8.0,5,5,5,High Value Customers
13971,2702.2200000000003,11,27.7,9.0,5,4,5,High Value Customers
13972,190.25,2,131.0,71.0,3,2,1,Regular Customers
13973,264.7,1,,288.0,1,1,2,Regular Customers
13974,413.59,1,,50.0,3,1,2,Regular Customers
13975,2503.23,7,40.833333333333336,32.0,4,4,5,High Value Customers
13976,357.98,1,,207.0,1,1,2,Regular Customers
13978,196.79,2,31.0,15.0,4,2,1,Regular Customers
13979,869.87,1,,74.0,2,1,3,Regular Customers
13980,200.14,1,,61.0,3,1,1,Regular Customers
13982,1861.11,5,81.5,40.0,3,3,4,Regular Customers
13983,2590.46,13,28.08333333333333,30.0,4,4,5,High Value Customers
13984,488.03,4,113.33333333333331,27.0,4,3,3,Regular Customers
13985,7024.53,16,17.333333333333332,5.0,5,5,5,High Value Customers
13986,320.46,1,,18.0,4,1,2,Regular Customers
13988,4098.8,9,29.375,20.0,4,4,5,High Value Customers
13989,1266.08,2,174.0,66.0,3,2,4,Regular Customers
13990,311.3,1,,214.0,1,1,2,Regular Customers
13991,849.63,7,21.83333333333333,13.0,4,4,3,Potential High Value Customers
13992,76.8,1,,31.0,4,1,1,Regular Customers
13993,3409.66,12,27.09090909090909,33.0,3,4,5,Regular Customers
13994,2313.14,6,29.0,4.0,5,3,5,Potential High Value Customers
13995,1383.49,5,57.5,16.0,4,3,4,Potential High Value Customers
13999,3865.26,15,25.071428571428573,11.0,5,4,5,High Value Customers
14000,633.71,2,5.0,207.0,1,2,3,Regular Customers
14001,2043.08,3,164.0,46.0,3,2,5,Regular Customers
14002,529.73,2,22.0,135.0,2,2,3,Regular Customers
14004,4582.64,7,40.833333333333336,44.0,3,4,5,Regular Customers
14005,2874.72,5,51.5,10.0,5,3,5,Potential High Value Customers
14006,962.19,3,98.5,116.0,2,2,4,Regular Customers
14009,685.9300000000001,3,3.5,199.0,1,2,3,Regular Customers
14012,328.8,1,,278.0,1,1,2,Regular Customers
14013,473.02,3,82.5,111.0,2,2,2,Regular Customers
14014,505.18,1,,78.0,2,1,3,Regular Customers
14015,917.34,1,,53.0,3,1,4,Regular Customers
14016,4278.46,5,50.75,155.0,2,3,5,Regular Customers
14019,1398.96,4,30.666666666666668,47.0,3,3,4,Regular Customers
14020,642.8,2,72.0,17.0,4,2,3,Regular Customers
14021,631.9,3,50.5,156.0,2,2,3,Regular Customers
14022,440.0,1,,226.0,1,1,2,Regular Customers
14023,584.07,2,243.0,8.0,5,2,3,Regular Customers
14024,327.7,2,3.0,122.0,2,2,2,Regular Customers
14027,104.82,1,,61.0,3,1,1,Regular Customers
14029,467.66,2,81.0,64.0,3,2,2,Regular Customers
14030,2360.09,8,49.71428571428572,19.0,4,4,5,High Value Customers
14031,14700.86,21,18.25,8.0,5,5,5,High Value Customers
14032,2929.84,17,22.75,3.0,5,5,5,High Value Customers
14034,512.02,4,45.0,23.0,4,3,3,Regular Customers
14035,1428.02,5,67.25,29.0,4,3,4,Potential High Value Customers
14036,626.65,1,,285.0,1,1,3,Regular Customers
14037,147.20000000000002,2,188.0,177.0,2,2,1,Regular Customers
14038,1554.48,4,43.0,79.0,2,3,4,Regular Customers
14039,152.2,1,,34.0,3,1,1,Regular Customers
14040,3546.24,14,22.384615384615383,41.0,3,4,5,Regular Customers
14041,141.41,1,,267.0,1,1,1,Regular Customers
14044,652.82,4,94.33333333333331,27.0,4,3,3,Regular Customers
14045,1659.75,4,88.0,110.0,2,3,4,Regular Customers
14046,151.59,1,,285.0,1,1,1,Regular Customers
14047,1290.01,7,60.66666666666666,9.0,5,4,4,High Value Customers
14048,379.73,1,,306.0,1,1,2,Regular Customers
14049,5651.45,6,60.2,17.0,4,3,5,Potential High Value Customers
14050,746.36,2,75.0,32.0,4,2,3,Regular Customers
14051,15477.34,26,14.64,1.0,5,5,5,High Value Customers
14052,225.36,1,,20.0,4,1,1,Regular Customers
14053,260.25,2,35.0,125.0,2,2,2,Regular Customers
14054,92.46,1,,66.0,3,1,1,Regular Customers
14055,725.6400000000001,1,,107.0,2,1,3,Regular Customers
14056,8125.58,29,10.107142857142858,2.0,5,5,5,High Value Customers
14057,6147.4,17,21.0625,24.0,4,5,5,High Value Customers
14059,183.6,1,,267.0,1,1,1,Regular Customers
14060,6135.38,20,19.36842105263158,5.0,5,5,5,High Value Customers
14062,10464.85,12,32.27272727272727,10.0,5,4,5,High Value Customers
14064,1188.32,7,40.833333333333336,30.0,4,4,4,High Value Customers
14066,152.55,1,,267.0,1,1,1,Regular Customers
14067,374.7,2,33.0,64.0,3,2,2,Regular Customers
14068,265.85,1,,321.0,1,1,2,Regular Customers
14071,1292.59,9,32.625,4.0,5,4,4,High Value Customers
14073,139.54,1,,33.0,3,1,1,Regular Customers
14075,942.26,3,128.5,5.0,5,2,4,Potential High Value Customers
14076,122.47,1,,130.0,2,1,1,Regular Customers
14077,499.42,5,58.5,41.0,3,3,3,Regular Customers
14078,1049.37,6,54.4,102.0,2,3,4,Regular Customers
14079,375.1,1,,125.0,2,1,2,Regular Customers
14080,45.6,1,,33.0,3,1,1,Regular Customers
14081,904.67,3,33.5,303.0,1,2,3,Regular Customers
14082,182.25,1,,365.0,1,1,1,Regular Customers
14083,1018.43,9,45.875,5.0,5,4,4,High Value Customers
14085,4435.79,19,20.33333333333333,3.0,5,5,5,High Value Customers
14087,194.42,1,,3.0,5,1,1,Regular Customers
14088,50415.49,13,26.0,11.0,5,4,5,High Value Customers
14089,161.0,1,,57.0,3,1,1,Regular Customers
14090,76.32000000000001,1,,325.0,1,1,1,Regular Customers
14092,4063.1,17,22.8125,8.0,5,5,5,High Value Customers
14093,442.85,1,,13.0,4,1,2,Regular Customers
14096,53258.43,17,6.0625,5.0,5,5,5,High Value Customers
14098,147.35,1,,37.0,3,1,1,Regular Customers
14099,3092.9700000000003,12,30.727272727272727,17.0,4,4,5,High Value Customers
14100,194.9,1,,138.0,2,1,1,Regular Customers
14101,5976.79,6,50.6,74.0,2,3,5,Regular Customers
14102,1314.73,8,5.571428571428571,6.0,5,4,4,High Value Customers
14104,216.21,2,11.0,155.0,2,2,1,Regular Customers
14105,1260.33,2,154.0,86.0,2,2,4,Regular Customers
14107,2688.48,8,44.71428571428572,52.0,3,4,5,Regular Customers
14108,594.16,3,35.5,31.0,4,2,3,Regular Customers
14109,80.2,1,,73.0,2,1,1,Regular Customers
14110,5669.650000000001,12,23.90909090909091,4.0,5,4,5,High Value Customers
14111,688.6,5,56.75,15.0,4,3,3,Regular Customers
14112,2774.17,10,28.11111111111111,23.0,4,4,5,High Value Customers
14113,1377.92,8,50.142857142857146,4.0,5,4,4,High Value Customers
14114,386.53,2,57.0,274.0,1,2,2,Regular Customers
14116,1382.74,5,25.5,20.0,4,3,4,Potential High Value Customers
14117,90.0,1,,144.0,2,1,1,Regular Customers
14121,2740.3,6,11.2,4.0,5,3,5,Potential High Value Customers
14124,419.58,1,,85.0,2,1,2,Regular Customers
14125,2740.43,3,34.0,11.0,5,2,5,Potential High Value Customers
14126,643.63,4,1.0,8.0,5,3,3,Regular Customers
14127,709.71,3,94.0,123.0,2,2,3,Regular Customers
14128,637.5,2,195.0,61.0,3,2,3,Regular Customers
14129,1123.86,5,64.75,2.0,5,3,4,Potential High Value Customers
14130,483.86,1,,320.0,1,1,3,Regular Customers
14132,3580.13,12,16.454545454545453,3.0,5,4,5,High Value Customers
14133,592.89,4,62.0,130.0,2,3,3,Regular Customers
14135,4690.31,15,26.5,2.0,5,4,5,High Value Customers
14138,982.38,2,62.0,2.0,5,2,4,Potential High Value Customers
14139,415.82,1,,47.0,3,1,2,Regular Customers
14140,920.05,2,28.0,4.0,5,2,4,Potential High Value Customers
14141,880.2800000000001,6,20.6,3.0,5,3,3,Regular Customers
14142,311.81,1,,374.0,1,1,2,Regular Customers
14143,115.8,1,,134.0,2,1,1,Regular Customers
14145,3148.2,5,42.75,47.0,3,3,5,Regular Customers
14146,2949.57,6,69.8,9.0,5,3,5,Potential High Value Customers
14147,468.4,2,207.0,79.0,2,2,2,Regular Customers
14148,157.2,1,,234.0,1,1,1,Regular Customers
14149,259.43,2,2.0,219.0,1,2,2,Regular Customers
14150,658.64,2,324.0,36.0,3,2,3,Regular Customers
14152,611.09,3,79.5,76.0,2,2,3,Regular Customers
14154,1345.62,2,0.0,240.0,1,2,4,Regular Customers
14155,118.75,1,,267.0,1,1,1,Regular Customers
14156,113859.57,64,5.761904761904762,10.0,5,5,5,High Value Customers
14157,400.43,3,133.0,20.0,4,2,2,Regular Customers
14158,507.66,1,,41.0,3,1,3,Regular Customers
14159,4675.93,14,26.384615384615383,20.0,4,4,5,High Value Customers
14161,1110.52,3,77.0,216.0,1,2,4,Regular Customers
14162,289.36,2,119.0,174.0,2,2,2,Regular Customers
14163,2445.91,4,50.66666666666666,88.0,2,3,5,Regular Customers
14164,1631.77,2,10.0,71.0,3,2,4,Regular Customers
14165,122.54,1,,276.0,1,1,1,Regular Customers
14167,574.84,4,97.33333333333331,40.0,3,3,3,Regular Customers
14171,363.79,1,,99.0,2,1,2,Regular Customers
14173,450.84,4,69.66666666666667,11.0,5,3,2,Regular Customers
14174,134.46,1,,34.0,3,1,1,Regular Customers
14175,3108.06,6,55.6,52.0,3,3,5,Regular Customers
14176,574.0,5,17.5,298.0,1,3,3,Regular Customers
14177,554.46,5,23.75,85.0,2,3,3,Regular Customers
14178,1600.93,7,29.0,9.0,5,4,4,High Value Customers
14179,719.78,2,12.0,41.0,3,2,3,Regular Customers
14180,4640.77,31,12.066666666666666,11.0,5,5,5,High Value Customers
14184,452.89,1,,67.0,3,1,2,Regular Customers
14185,197.65,1,,332.0,1,1,1,Regular Customers
14188,2018.91,10,33.55555555555556,9.0,5,4,5,High Value Customers
14189,4604.31,23,16.636363636363637,3.0,5,5,5,High Value Customers
14191,4662.96,14,16.846153846153847,2.0,5,4,5,High Value Customers
14193,853.39,2,202.0,68.0,3,2,3,Regular Customers
14194,11216.75,32,9.806451612903226,5.0,5,5,5,High Value Customers
14195,962.7,3,25.5,202.0,1,2,4,Regular Customers
14196,335.52,1,,107.0,2,1,2,Regular Customers
14198,663.5,7,39.16666666666666,5.0,5,4,3,Potential High Value Customers
14199,185.4,1,,219.0,1,1,1,Regular Customers
14201,717.74,7,49.833333333333336,61.0,3,4,3,Regular Customers
14204,161.03,1,,3.0,5,1,1,Regular Customers
14205,419.3,2,248.0,17.0,4,2,2,Regular Customers
14206,328.16,1,,240.0,1,1,2,Regular Customers
14208,151.74,1,,95.0,2,1,1,Regular Customers
14209,2067.13,7,53.66666666666666,11.0,5,4,5,High Value Customers
14210,1900.89,7,46.66666666666666,92.0,2,4,4,At Risk Customers
14211,2208.3,13,20.166666666666668,54.0,3,4,5,Regular Customers
14212,1070.48,1,,90.0,2,1,4,Regular Customers
14214,1000.23,7,41.16666666666666,31.0,4,4,4,High Value Customers
14215,1777.92,7,59.5,12.0,5,4,4,High Value Customers
14216,1839.3,4,11.333333333333334,4.0,5,3,4,Potential High Value Customers
14217,1925.36,20,19.210526315789476,2.0,5,5,4,High Value Customers
14218,169.48000000000002,1,,43.0,3,1,1,Regular Customers
14219,89.94,1,,5.0,5,1,1,Regular Customers
14220,632.4,2,111.0,248.0,1,2,3,Regular Customers
14221,3427.85,10,33.0,43.0,3,4,5,Regular Customers
14222,683.17,1,,178.0,2,1,3,Regular Customers
14223,975.23,3,86.0,93.0,2,2,4,Regular Customers
14224,1050.12,4,70.0,111.0,2,3,4,Regular Customers
14226,2201.64,7,40.16666666666666,29.0,4,4,5,High Value Customers
14227,3315.71,15,18.428571428571427,27.0,4,4,5,High Value Customers
14229,1450.6,5,70.5,52.0,3,3,4,Regular Customers
14231,822.0600000000001,4,35.0,184.0,1,3,3,Regular Customers
14232,2043.93,8,33.285714285714285,32.0,4,4,5,High Value Customers
14233,1447.51,5,68.5,44.0,3,3,4,Regular Customers
14234,775.46,4,11.666666666666666,23.0,4,3,3,Regular Customers
14235,3093.86,5,46.25,76.0,2,3,5,Regular Customers
14236,490.86,2,292.0,81.0,2,2,3,Regular Customers
14237,161.0,1,,374.0,1,1,1,Regular Customers
14238,146.85,1,,327.0,1,1,1,Regular Customers
14239,2323.5,13,22.75,44.0,3,4,5,Regular Customers
14240,890.34,2,195.0,31.0,4,2,3,Regular Customers
14241,213.7,1,,184.0,1,1,1,Regular Customers
14242,280.55,2,91.0,235.0,1,2,2,Regular Customers
14243,2535.88,12,32.45454545454545,9.0,5,4,5,High Value Customers
14245,1677.48,5,21.75,177.0,2,3,4,Regular Customers
14246,1474.06,3,67.5,111.0,2,2,4,Regular Customers
14247,136.77,1,,279.0,1,1,1,Regular Customers
14248,302.58,1,,319.0,1,1,2,Regular Customers
14250,1904.05,3,41.0,8.0,5,2,4,Potential High Value Customers
14251,2879.7000000000003,5,14.0,2.0,5,3,5,Potential High Value Customers
14256,935.06,2,104.0,261.0,1,2,4,Regular Customers
14257,3099.7200000000003,5,63.5,65.0,3,3,5,Regular Customers
14258,12650.08,10,36.44444444444444,10.0,5,4,5,High Value Customers
14259,120.0,1,,142.0,2,1,1,Regular Customers
14261,1163.45,2,28.0,51.0,3,2,4,Regular Customers
14262,2618.23,8,33.142857142857146,9.0,5,4,5,High Value Customers
14264,333.97,2,91.0,155.0,2,2,2,Regular Customers
14265,530.18,2,39.0,110.0,2,2,3,Regular Customers
14267,1279.09,7,18.33333333333333,151.0,2,4,4,At Risk Customers
14270,492.65,1,,332.0,1,1,3,Regular Customers
14271,112.32,1,,226.0,1,1,1,Regular Customers
14272,437.96,2,181.0,74.0,2,2,2,Regular Customers
14273,559.97,4,63.66666666666666,52.0,3,3,3,Regular Customers
14276,1019.39,5,50.25,89.0,2,3,4,Regular Customers
14277,3921.0,3,98.5,16.0,4,2,5,Potential High Value Customers
14280,134.04,1,,197.0,1,1,1,Regular Customers
14282,3729.34,15,26.0,4.0,5,4,5,High Value Customers
14284,578.45,3,28.0,31.0,4,2,3,Regular Customers
14285,1910.01,4,51.66666666666666,22.0,4,3,4,Potential High Value Customers
14286,4595.81,5,54.75,24.0,4,3,5,Potential High Value Customers
14287,156.23000000000002,3,95.0,9.0,5,2,1,Regular Customers
14288,413.85,2,1.0,213.0,1,2,2,Regular Customers
14289,911.26,6,56.2,9.0,5,3,3,Regular Customers
14290,2311.7000000000003,6,70.0,12.0,5,3,5,Potential High Value Customers
14291,3873.3,12,24.90909090909091,2.0,5,4,5,High Value Customers
14292,4831.4800000000005,13,22.916666666666668,8.0,5,4,5,High Value Customers
14293,1046.56,4,121.66666666666669,4.0,5,3,4,Potential High Value Customers
14295,166.20000000000002,1,,41.0,3,1,1,Regular Customers
14297,1290.48,5,64.25,18.0,4,3,4,Potential High Value Customers
14298,50862.44,45,8.113636363636363,4.0,5,5,5,High Value Customers
14299,2862.7,15,25.571428571428573,9.0,5,4,5,High Value Customers
14300,43.2,1,,19.0,4,1,1,Regular Customers
14301,632.04,2,10.0,108.0,2,2,3,Regular Customers
14304,350.9,2,79.0,223.0,1,2,2,Regular Customers
14305,1803.76,5,16.0,72.0,2,3,4,Regular Customers
14306,2083.42,3,17.0,52.0,3,2,5,Regular Customers
14307,2995.72,6,57.0,89.0,2,3,5,Regular Customers
14309,2322.1800000000003,10,38.888888888888886,9.0,5,4,5,High Value Customers
14311,229.71,2,17.0,226.0,1,2,1,Regular Customers
14312,1611.59,6,58.2,47.0,3,3,4,Regular Customers
14314,120.0,1,,107.0,2,1,1,Regular Customers
14315,2456.98,7,40.833333333333336,22.0,4,4,5,High Value Customers
14317,508.58,1,,65.0,3,1,3,Regular Customers
14320,343.11,3,63.0,207.0,1,2,2,Regular Customers
14321,1530.75,5,80.75,11.0,5,3,4,Potential High Value Customers
14323,574.26,3,62.0,115.0,2,2,3,Regular Customers
14326,166.85,1,,243.0,1,1,1,Regular Customers
14327,311.65000000000003,1,,164.0,2,1,2,Regular Customers
14329,4928.74,13,26.75,9.0,5,4,5,High Value Customers
14331,462.66,2,11.0,125.0,2,2,2,Regular Customers
14332,866.3100000000001,3,62.5,23.0,4,2,3,Regular Customers
14333,351.45,2,3.0,65.0,3,2,2,Regular Customers
14334,2539.46,8,48.85714285714285,17.0,4,4,5,High Value Customers
14335,468.26,2,80.0,17.0,4,2,2,Regular Customers
14336,1614.91,4,86.66666666666667,17.0,4,3,4,Potential High Value Customers
14338,554.22,3,19.0,159.0,2,2,3,Regular Customers
14339,294.56,2,3.0,240.0,1,2,2,Regular Customers
14340,134.7,1,,219.0,1,1,1,Regular Customers
14341,2166.38,8,39.0,46.0,3,4,5,Regular Customers
14342,608.71,6,37.8,22.0,4,3,3,Regular Customers
14344,889.9300000000001,8,34.42857142857143,128.0,2,4,3,At Risk Customers
14345,108.98,1,,39.0,3,1,1,Regular Customers
14346,1021.58,2,177.0,121.0,2,2,4,Regular Customers
14348,409.57,1,,261.0,1,1,2,Regular Customers
14349,133.5,1,,11.0,5,1,1,Regular Customers
14350,262.1,2,4.0,271.0,1,2,2,Regular Customers
14351,51.0,1,,165.0,2,1,1,Regular Customers
14352,1078.96,4,38.66666666666666,158.0,2,3,4,Regular Customers
14353,90.6,1,,216.0,1,1,1,Regular Customers
14354,163.62,2,25.0,6.0,5,2,1,Regular Customers
14355,174.4,1,,366.0,1,1,1,Regular Customers
14356,682.24,3,4.0,74.0,2,2,3,Regular Customers
14357,225.77,1,,44.0,3,1,1,Regular Customers
14359,882.58,5,17.0,20.0,4,3,3,Regular Customers
14360,2128.23,4,21.0,32.0,4,3,5,Potential High Value Customers
14362,161.2,1,,23.0,4,1,1,Regular Customers
14364,3717.35,8,14.714285714285714,109.0,2,4,5,At Risk Customers
14367,9167.82,19,14.88888888888889,9.0,5,5,5,High Value Customers
14368,155.0,1,,320.0,1,1,1,Regular Customers
14371,100.5,1,,296.0,1,1,1,Regular Customers
14373,76.55,1,,359.0,1,1,1,Regular Customers
14375,257.68,1,,186.0,1,1,2,Regular Customers
14377,617.05,2,71.0,192.0,1,2,3,Regular Customers
14379,348.1,2,251.0,45.0,3,2,2,Regular Customers
14381,202.68,1,,53.0,3,1,1,Regular Customers
14382,626.0699999999999,1,,27.0,4,1,3,Regular Customers
14383,1247.69,3,62.5,39.0,3,2,4,Regular Customers
14385,202.11,3,7.0,10.0,5,2,1,Regular Customers
14386,142.4,1,,297.0,1,1,1,Regular Customers
14387,1770.56,3,38.5,33.0,3,2,4,Regular Customers
14388,3172.04,10,40.44444444444444,9.0,5,4,5,High Value Customers
14389,1001.16,5,77.5,9.0,5,3,4,Potential High Value Customers
14390,4592.47,12,32.90909090909091,11.0,5,4,5,High Value Customers
14393,67.95,1,,219.0,1,1,1,Regular Customers
14395,3471.91,12,33.63636363636363,3.0,5,4,5,High Value Customers
14396,487.99,2,306.0,66.0,3,2,3,Regular Customers
14397,2556.68,23,9.681818181818182,1.0,5,5,5,High Value Customers
14400,559.7,1,,150.0,2,1,3,Regular Customers
14401,4039.98,14,27.307692307692307,5.0,5,4,5,High Value Customers
14403,1426.31,4,39.0,131.0,2,3,4,Regular Customers
14404,1434.72,6,67.2,34.0,3,3,4,Regular Customers
14406,156.75,1,,120.0,2,1,1,Regular Customers
14407,2096.08,7,28.166666666666668,108.0,2,4,5,At Risk Customers
14408,2606.53,7,42.333333333333336,11.0,5,4,5,High Value Customers
14409,1908.25,7,49.5,72.0,2,4,4,At Risk Customers
14410,883.6800000000001,13,24.166666666666668,16.0,4,4,3,Potential High Value Customers
14411,1063.0,1,,311.0,1,1,4,Regular Customers
14412,761.33,3,18.5,36.0,3,2,3,Regular Customers
14413,122.7,1,,363.0,1,1,1,Regular Customers
14414,1485.13,8,38.142857142857146,92.0,2,4,4,At Risk Customers
14415,5821.51,18,21.11764705882353,2.0,5,5,5,High Value Customers
14416,490.22,2,20.0,23.0,4,2,3,Regular Customers
14418,1937.25,3,52.5,4.0,5,2,4,Potential High Value Customers
14419,1058.06,6,70.8,11.0,5,3,4,Potential High Value Customers
14420,385.87,2,14.0,86.0,2,2,2,Regular Customers
14421,813.11,2,154.0,58.0,3,2,3,Regular Customers
14422,4263.64,6,53.4,1.0,5,3,5,Potential High Value Customers
14423,265.2,1,,219.0,1,1,2,Regular Customers
14424,322.08,1,,18.0,4,1,2,Regular Customers
14426,3968.65,12,26.727272727272727,19.0,4,4,5,High Value Customers
14427,363.34,2,13.0,51.0,3,2,2,Regular Customers
14428,1230.14,7,53.0,8.0,5,4,4,High Value Customers
14431,397.7600000000001,2,4.0,299.0,1,2,2,Regular Customers
14432,2255.51,6,16.0,10.0,5,3,5,Potential High Value Customers
14434,1372.8,6,10.2,22.0,4,3,4,Potential High Value Customers
14436,89.06,1,,99.0,2,1,1,Regular Customers
14437,63.0,1,,366.0,1,1,1,Regular Customers
14438,131.9,1,,307.0,1,1,1,Regular Customers
14439,2661.24,1,,320.0,1,1,5,Regular Customers
14440,2357.6800000000003,5,89.25,9.0,5,3,5,Potential High Value Customers
14441,1641.24,6,51.0,1.0,5,3,4,Potential High Value Customers
14442,1548.87,4,39.333333333333336,199.0,1,3,4,Regular Customers
14443,1415.2,6,63.8,54.0,3,3,4,Regular Customers
14446,1034.78,4,82.0,1.0,5,3,4,Potential High Value Customers
14447,1163.23,5,65.5,19.0,4,3,4,Potential High Value Customers
14448,375.35,2,355.0,10.0,5,2,2,Regular Customers
14449,907.1,4,118.0,19.0,4,3,3,Regular Customers
14450,483.25,3,70.0,181.0,1,2,3,Regular Customers
14451,662.59,2,134.0,61.0,3,2,3,Regular Customers
14452,264.44,2,83.0,11.0,5,2,2,Regular Customers
14453,119.93,1,,191.0,1,1,1,Regular Customers
14456,3045.92,12,12.454545454545457,6.0,5,4,5,High Value Customers
14457,113.64,1,,311.0,1,1,1,Regular Customers
14459,1837.92,1,,156.0,2,1,4,Regular Customers
14460,383.34,4,66.66666666666667,111.0,2,3,2,Regular Customers
